"","manufacturer","user___buyer","project","reference","year_ref","link_reference","model","commercial","living","manufacturer_web_link","typeopc__nephelometer__electrochemical__metal_oxide","oem___sensor_system1","oemfirst_provider","pollutant","sensor_result_unit","availability_of_raw_data","open_source_correction_or_black_box_","field___lab","site","response_time_s","time_resolution_s","averaging_time","units_avg_time","r2_calib","intercepta0","a1slope","a2","a3","a4","a5","model_type_calibration","calibration_type_equation2","int_o3","int_t","int_rh","int_no","int_no2","int_co","int_co2","int_day","x","y","model_type_regression_comparison","r2","intercept","slope","rmse","mae","bias","nrmse__","min_data_recovery_","max_data_recovery_","intra_model_variability_mean_field_value_µg_m3","t__c","rh__","x__failure","no2__sensitivity_coeff_ppb_ppb_or_ppm","no__sensitivity_coeff_ppb_ppb_or_ppm","co__sensitivity_coeff_ppb_ppm","o3__sensitivity_coeff_ppb_ppb_or_ppm","so2__sensitivity_coeff_ppb_ppb_or_ppm","temp__sensitivity_coeff_ppb__c","rh__sensitivity_coeff_ppb__","u","type_of_u","rsd_100_1000_µg_m3__","rsd___100_µg_m3__","min_accuracy","max_accuracy","units_accuracy","lod","units_lod","lod_100_1000_µg_m3_µg_m3","lod___100_µg_m3_µg_m3","range","units_range","precison","units_precision","repteability_at_100_ppb","reproducibility_between_sensors_r2","dss_drift","dls_drift_ppb_day","dep_part_composition","impact_part_compositions__","dep_part_size","impact_part_size__","dep_rh","impact_rh__","dep_t","impact_t__","long_term_performance","price","currency","link_reference__1","comments","operator_added_by","id_ref","time_avg"
"915","Alphasense",NA,NA,"Di-Antonio_developing_2018","2018","https://www.mdpi.com/1424-8220/18/9/2790/pdf","OPC-N2","Y","N","http://www.alphasense.com/index.php/products/optical-particle-counter/","OPC","OEM","Alphasense","PM1","µg/m3","Y","black box","FIELD","traffic",NA,"  15"," 1.0","min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RH",NA,NA,NA,NA,NA,"TEOM","Sensor","linear","0.420000",NA,"    5.250000"," 19.84000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  320","EUR","https://www.atmos-meas-tech.net/11/709/2018/","table 5","JRC-FK","24","1 min"
"916","Alphasense",NA,NA,"Di-Antonio_developing_2018","2018","https://www.mdpi.com/1424-8220/18/9/2790/pdf","OPC-N2","Y","N","http://www.alphasense.com/index.php/products/optical-particle-counter/","OPC","OEM","Alphasense","PM1","µg/m3","Y","black box","FIELD","traffic",NA,"  15"," 1.0","min",NA,NA,NA,NA,NA,NA,NA,"Kholer","non linear model including RH",NA,NA,"RH",NA,NA,NA,NA,NA,"TEOM","Sensor","linear","0.730000",NA,"    1.150000","  1.66000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  320","EUR","https://www.atmos-meas-tech.net/11/709/2018/","table 5","JRC-FK","24","1 min"
"917","Alphasense",NA,NA,"Di-Antonio_developing_2018","2018","https://www.mdpi.com/1424-8220/18/9/2790/pdf","OPC-N2","Y","N","http://www.alphasense.com/index.php/products/optical-particle-counter/","OPC","OEM","Alphasense","PM1","µg/m3","Y","open source","FIELD","traffic",NA,"  15"," 1.0","min",NA,NA,NA,NA,NA,NA,NA,"Kholer","non linear model including RH per bin",NA,NA,"RH",NA,NA,NA,NA,NA,"TEOM","Sensor","linear","0.750000",NA,"    1.050000","  1.37000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  320","EUR","https://www.atmos-meas-tech.net/11/709/2018/","table 5","JRC-FK","24","1 min"
"918","Alphasense",NA,NA,"Di-Antonio_developing_2018","2018","https://www.mdpi.com/1424-8220/18/9/2790/pdf","OPC-N2","Y","N","http://www.alphasense.com/index.php/products/optical-particle-counter/","OPC","OEM","Alphasense","PM2.5","µg/m3","Y","black box","FIELD","traffic",NA,"  15"," 1.0","min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RH",NA,NA,NA,NA,NA,"TEOM","Sensor","linear","0.340000",NA,"    4.590000"," 35.78000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  320","EUR","https://www.atmos-meas-tech.net/11/709/2018/","table 6","JRC-FK","24","1 min"
"919","Alphasense",NA,NA,"Di-Antonio_developing_2018","2018","https://www.mdpi.com/1424-8220/18/9/2790/pdf","OPC-N2","Y","N","http://www.alphasense.com/index.php/products/optical-particle-counter/","OPC","OEM","Alphasense","PM2.5","µg/m3","Y","black box","FIELD","traffic",NA,"  15"," 1.0","min",NA,NA,NA,NA,NA,NA,NA,"Kholer","non linear model including RH",NA,NA,"RH",NA,NA,NA,NA,NA,"TEOM","Sensor","linear","0.750000",NA,"    1.430000","  5.91000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  320","EUR","https://www.atmos-meas-tech.net/11/709/2018/","table 6","JRC-FK","24","1 min"
"920","Alphasense",NA,NA,"Di-Antonio_developing_2018","2018","https://www.mdpi.com/1424-8220/18/9/2790/pdf","OPC-N2","Y","N","http://www.alphasense.com/index.php/products/optical-particle-counter/","OPC","OEM","Alphasense","PM2.5","µg/m3","Y","open source","FIELD","traffic",NA,"  15"," 1.0","min",NA,NA,NA,NA,NA,NA,NA,"Kholer","non linear model including RH per bin",NA,NA,"RH",NA,NA,NA,NA,NA,"TEOM","Sensor","linear","0.780000",NA,"    1.010000","  3.74000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  320","EUR","https://www.atmos-meas-tech.net/11/709/2018/","table 6","JRC-FK","24","1 min"
"921","Alphasense",NA,NA,"Crilley et al. 2018","2018","https://www.atmos-meas-tech.net/11/709/2018/","OPC-N2","Y","N","http://www.alphasense.com/index.php/products/optical-particle-counter/","OPC","OEM","Alphasense","PM2.5","µg/m3","Y","black box","FIELD","urban",NA,"  15"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RH",NA,NA,NA,NA,NA,"TEOM","Sensor","linear","0.710000",NA,"    3.200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  320","EUR","https://www.atmos-meas-tech.net/11/709/2018/","Results of Table 2, All RH, median","JRC-FK","21","1 hour"
"922","Alphasense",NA,NA,"Crilley et al. 2018","2018","https://www.atmos-meas-tech.net/11/709/2018/","OPC-N2","Y","N","http://www.alphasense.com/index.php/products/optical-particle-counter/","OPC","OEM","Alphasense","PM2.5","µg/m3","Y","black box","FIELD","urban",NA,"  15"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RH",NA,NA,NA,NA,NA,"GRIMM","Sensor","linear","0.715000",NA,"    3.750000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  320","EUR","https://www.atmos-meas-tech.net/11/709/2018/","Results of Table 2, All RH, median","JRC-FK","21","1 hour"
"923","Alphasense",NA,NA,"Crilley et al. 2018","2018","https://www.atmos-meas-tech.net/11/709/2018/","OPC-N2","Y","N","http://www.alphasense.com/index.php/products/optical-particle-counter/","OPC","OEM","Alphasense","PM10","µg/m3","Y","black box","FIELD","urban",NA,"  15"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RH",NA,NA,NA,NA,NA,"TEOM","Sensor","linear","0.655000",NA,"    2.700000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  320","EUR","https://www.atmos-meas-tech.net/11/709/2018/","Results of Table 2, All RH, median","JRC-FK","21","1 hour"
"924","Alphasense",NA,NA,"Crilley et al. 2018","2018","https://www.atmos-meas-tech.net/11/709/2018/","OPC-N2","Y","N","http://www.alphasense.com/index.php/products/optical-particle-counter/","OPC","OEM","Alphasense","PM10","µg/m3","Y","black box","FIELD","urban",NA,"  15"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RH",NA,NA,NA,NA,NA,"GRIMM","Sensor","linear","0.670000",NA,"    3.650000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  320","EUR","https://www.atmos-meas-tech.net/11/709/2018/","Results of Table 2, All RH, median","JRC-FK","21","1 hour"
"925","Alphasense",NA,NA,"Badura et al. 2018","2018","https://www.e3s-conferences.org/articles/e3sconf/abs/2018/19/e3sconf_eko-dok2018_00006/e3sconf_eko-dok2018_00006.html","OPC-N2","Y","N","http://www.alphasense.com/index.php/products/optical-particle-counter/","OPC","OEM","Alphasense","PM2.5","µg/m3","Y","black box","FIELD","urban",NA,NA," 1.0","min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEOM","Sensor","linear","0.343300",NA,NA,NA,NA,"114.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  310","USD","https://www.e3s-conferences.org/articles/e3sconf/abs/2018/19/e3sconf_eko-dok2018_00006/e3sconf_eko-dok2018_00006.html",NA,"JRC-FK"," 5","1 min"
"926","Alphasense",NA,NA,"Badura et al. 2018","2018","https://www.e3s-conferences.org/articles/e3sconf/abs/2018/19/e3sconf_eko-dok2018_00006/e3sconf_eko-dok2018_00006.html","OPC-N2","Y","N","http://www.alphasense.com/index.php/products/optical-particle-counter/","OPC","OEM","Alphasense","PM2.5","µg/m3","Y","black box","FIELD","urban",NA,NA,"15.0","min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEOM","Sensor","linear","0.353000",NA,NA,NA,NA,"114.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  310","USD","https://www.e3s-conferences.org/articles/e3sconf/abs/2018/19/e3sconf_eko-dok2018_00006/e3sconf_eko-dok2018_00006.html",NA,"JRC-FK"," 5","15 min"
"927","Alphasense",NA,NA,"Badura et al. 2018","2018","https://www.e3s-conferences.org/articles/e3sconf/abs/2018/19/e3sconf_eko-dok2018_00006/e3sconf_eko-dok2018_00006.html","OPC-N2","Y","N","http://www.alphasense.com/index.php/products/optical-particle-counter/","OPC","OEM","Alphasense","PM2.5","µg/m3","Y","black box","FIELD","urban",NA,NA," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEOM","Sensor","linear","0.376600",NA,NA,NA,NA,"114.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  310","USD","https://www.e3s-conferences.org/articles/e3sconf/abs/2018/19/e3sconf_eko-dok2018_00006/e3sconf_eko-dok2018_00006.html",NA,"JRC-FK"," 5","1 hour"
"928","Alphasense",NA,NA,"Badura et al. 2018","2018","https://www.e3s-conferences.org/articles/e3sconf/abs/2018/19/e3sconf_eko-dok2018_00006/e3sconf_eko-dok2018_00006.html","OPC-N2","Y","N","http://www.alphasense.com/index.php/products/optical-particle-counter/","OPC","OEM","Alphasense","PM2.5","µg/m3","Y","black box","FIELD","urban",NA,NA,"24.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEOM","Sensor","linear","0.556000",NA,NA,NA,NA,"114.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  310","USD","https://www.e3s-conferences.org/articles/e3sconf/abs/2018/19/e3sconf_eko-dok2018_00006/e3sconf_eko-dok2018_00006.html",NA,"JRC-FK"," 5","24 hour"
"929","PurpleAir",NA,NA,"AQ-SPEC","2017","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf","PA-II","Y","Y","https://www.wunderground.com/sensors/purpleair","OPC","sensor system","Plantower-PMS5003","PM10","µg/m3","N","black box","FIELD","rural",NA,"  35"," 5.0","min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.701400"," 7.458100e+00","    0.688000",NA,NA,NA,NA," 95.0000"," 98.0","18.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  200","USD","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf",NA,"JRC-FK"," 3","5 min"
"930","PurpleAir",NA,NA,"AQ-SPEC","2017","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf","PA-II","Y","Y","https://www.wunderground.com/sensors/purpleair","OPC","sensor system","Plantower-PMS5003","PM1","µg/m3","N","black box","FIELD","rural",NA,"  35"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.985900"," 1.596800e+00","    0.815200",NA,NA,NA,NA," 95.0000"," 98.0","11.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  200","USD","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf",NA,"JRC-FK"," 3","1 hour"
"931","PurpleAir",NA,NA,"AQ-SPEC","2017","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf","PA-II","Y","Y","https://www.wunderground.com/sensors/purpleair","OPC","sensor system","Plantower-PMS5003","PM1","µg/m3","N","black box","FIELD","rural",NA,"  35"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.989100"," 1.997000e+00","    0.699600",NA,NA,NA,NA," 95.0000"," 98.0","12.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  200","USD","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf",NA,"JRC-FK"," 3","1 hour"
"932","PurpleAir",NA,NA,"AQ-SPEC","2017","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf","PA-II","Y","Y","https://www.wunderground.com/sensors/purpleair","OPC","sensor system","Plantower-PMS5003","PM1","µg/m3","N","black box","FIELD","rural",NA,"  35"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.981800"," 1.436100e+00","    0.700000",NA,NA,NA,NA," 95.0000"," 98.0","12.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  200","USD","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf",NA,"JRC-FK"," 3","1 hour"
"933","PurpleAir",NA,NA,"AQ-SPEC","2017","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf","PA-II","Y","Y","https://www.wunderground.com/sensors/purpleair","OPC","sensor system","Plantower-PMS5003","PM1","µg/m3","N","black box","FIELD","rural",NA,"  35"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.967900"," 2.308800e+00","    0.790600",NA,NA,NA,NA," 95.0000"," 98.0","10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  200","USD","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf",NA,"JRC-FK"," 3","1 hour"
"934","PurpleAir",NA,NA,"AQ-SPEC","2017","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf","PA-II","Y","Y","https://www.wunderground.com/sensors/purpleair","OPC","sensor system","Plantower-PMS5003","PM1","µg/m3","N","black box","FIELD","rural",NA,"  35"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.906300"," 1.330900e+00","    0.676400",NA,NA,NA,NA," 95.0000"," 98.0","13.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  200","USD","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf",NA,"JRC-FK"," 3","1 hour"
"935","PurpleAir",NA,NA,"AQ-SPEC","2017","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf","PA-II","Y","Y","https://www.wunderground.com/sensors/purpleair","OPC","sensor system","Plantower-PMS5003","PM1","µg/m3","N","black box","FIELD","rural",NA,"  35"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.989000"," 1.910300e+00","    0.830700",NA,NA,NA,NA," 95.0000"," 98.0","11.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  200","USD","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf",NA,"JRC-FK"," 3","1 hour"
"936","PurpleAir",NA,NA,"AQ-SPEC","2017","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf","PA-II","Y","Y","https://www.wunderground.com/sensors/purpleair","OPC","sensor system","Plantower-PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  35"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.983100"," 2.713600e+00","    0.625500",NA,NA,NA,NA," 95.0000"," 98.0","15.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  200","USD","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf",NA,"JRC-FK"," 3","1 hour"
"937","PurpleAir",NA,NA,"AQ-SPEC","2017","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf","PA-II","Y","Y","https://www.wunderground.com/sensors/purpleair","OPC","sensor system","Plantower-PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  35"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.969300"," 2.995200e+00","    0.517700",NA,NA,NA,NA," 95.0000"," 98.0","18.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  200","USD","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf",NA,"JRC-FK"," 3","1 hour"
"938","PurpleAir",NA,NA,"AQ-SPEC","2017","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf","PA-II","Y","Y","https://www.wunderground.com/sensors/purpleair","OPC","sensor system","Plantower-PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  35"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.982100"," 2.405000e+00","    0.567800",NA,NA,NA,NA," 95.0000"," 98.0","18.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  200","USD","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf",NA,"JRC-FK"," 3","1 hour"
"939","PurpleAir",NA,NA,"AQ-SPEC","2017","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf","PA-II","Y","Y","https://www.wunderground.com/sensors/purpleair","OPC","sensor system","Plantower-PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  35"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.941600"," 3.419800e+00","    0.584900",NA,NA,NA,NA," 95.0000"," 98.0","15.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  200","USD","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf",NA,"JRC-FK"," 3","1 hour"
"940","PurpleAir",NA,NA,"AQ-SPEC","2017","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf","PA-II","Y","Y","https://www.wunderground.com/sensors/purpleair","OPC","sensor system","Plantower-PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  35"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.938400"," 2.219500e+00","    0.551100",NA,NA,NA,NA," 95.0000"," 98.0","19.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  200","USD","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf",NA,"JRC-FK"," 3","1 hour"
"941","PurpleAir",NA,NA,"AQ-SPEC","2017","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf","PA-II","Y","Y","https://www.wunderground.com/sensors/purpleair","OPC","sensor system","Plantower-PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  35"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.980100"," 2.911200e+00","    0.637600",NA,NA,NA,NA," 95.0000"," 98.0","17.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  200","USD","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf",NA,"JRC-FK"," 3","1 hour"
"942","PurpleAir",NA,NA,"AQ-SPEC","2017","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf","PA-II","Y","Y","https://www.wunderground.com/sensors/purpleair","OPC","sensor system","Plantower-PMS5003","PM10","µg/m3","N","black box","FIELD","rural",NA,"  35"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.721200"," 7.321300e+00","    0.690700",NA,NA,NA,NA," 95.0000"," 98.0","18.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  200","USD","http://db-airmontech.jrc.ec.europa.eu/download/purple-air-pa-ii---field-evaluation.pdf",NA,"JRC-FK"," 3","1 hour"
